issue_id,file,start_line,end_line,chars,sentences,lines,excerpt
,books/symbolic-language/34-the-fall-of-babylon.adoc,198,201,770,4,4,"The last identifying mark is blood. In the great city __“was found the *blood of prophets*, and of saints”__ (Revelation 18:24) — and Jesus fixed that address for ever: __“upon you may come all the *righteous blood* shed upon the earth”_..."
,books/symbolic-language/04-sign-of-jonah.adoc,94,98,768,5,5,"Here too the KJV flattens the key word: the Hebrew is _bilvav yammim_ — in the *heart* of the seas. And with that phrase the proof closes inside Scripture itself. The sea is a defined symbol — __“the sym:sym-sea[waters]… are peoples, and..."
,books/symbolic-language/14-the-remnant.adoc,72,76,766,5,5,"Seven thousand — out of what? The record supplies its own census tool. A generation later, Menahem raised a thousand talents of tribute by taxing __“all the mighty men of wealth, of each man fifty shekels”__ (2 Kings 15:19-20): a thousan..."
,books/symbolic-language/33-the-four-winds.adoc,108,111,764,4,4,"Ezekiel’s breath arrived on the appointed day. Jesus had already tied the knot for Nicodemus: __“The *wind* bloweth where it listeth… so is every one that is *born of the Spirit*”__ (John 3:8) — one word for wind and Spirit, in Hebrew an..."
,books/symbolic-language/02-the-parables-of-the-kingdom.adoc,213,215,759,3,3,"God spoke that as a riddle to be decoded (Ezekiel 17:2, 12) and closed it with the rule the mustard seed obeys: __“I the LORD have brought down the high sym:sym-tree[tree], have *exalted the low tree*”__ (Ezekiel 17:24). Daniel graded th..."
,books/symbolic-language/01-introduction.adoc,123,125,758,3,3,"The same redundancy is also a signature. Some forty writers, across some fifteen centuries, in multiple languages, hold one symbol grammar without a collision — as the chapters ahead will prove: the sym:sym-mountain[mountain] is a kingdo..."
,books/symbolic-language/40-trees.adoc,99,102,758,4,4,"Two more branches of the symbol remain before the beasts. The pair of olive trees Zechariah saw return in Revelation as the two witnesses — covenant trees standing before God (Zechariah 4:14; Revelation 11:4), taken up in the link:/books..."
,books/symbolic-language/11-marriage-and-divorce.adoc,219,221,757,3,3,"It is why, when they dragged a woman taken __“in the very act”__ of adultery before Jesus and quoted the death penalty at Him (John 8:4-5), the only Man present with the right to cast the first stone stooped, wrote in the dust, and let h..."
,books/symbolic-language/14-the-remnant.adoc,372,375,757,4,4,"_Sarid_ — __“survivor”__ — grows from a root meaning *to puncture*, to slip out through the pierced point; its brother-words are the carpenter's *scribing-awl* and *stitching pierced with a needle*. The remnant-survivor is, in the Hebrew..."
,books/symbolic-language/13-orphans-widows-and-the-fatherless.adoc,125,129,756,4,5,"The poor man God looks to is defined by his posture toward the word, not his balance. He is the sym:sym-remnant[remnant]: __“I will also leave in the midst of thee an afflicted and *poor* people, and they shall trust in the sym:sym-name[..."
,books/symbolic-language/04-sign-of-jonah.adoc,263,267,755,5,5,"The fulfillment follows the same pattern. When the gentiles flocked to hear the word, __“the Jews… were filled with envy”__ (Acts 13:45), and the apostles answered, __“lo, we turn to the Gentiles”__ (Acts 13:46). Paul says the jealousy i..."
,books/symbolic-language/11-marriage-and-divorce.adoc,105,108,755,4,4,"When the Pharisees asked Jesus, __“Is it lawful for a man to put away his wife *for every cause*?”__footnote:everycause[Their phrase quotes a standing rabbinic dispute: the school of Hillel allowed divorce “for any cause” — a spoiled dis..."
,books/symbolic-language/39-sea-and-waters.adoc,644,647,753,4,4,"Along the way we have again gathered symbols, and each now has its home. The sym:sym-flood[flood] that is an army in motion, the sym:sym-fish[fish] and the sym:sym-net[net], the sym:sym-sand[sand] and the sym:sym-island[island], the sym:..."
,books/symbolic-language/31-the-sabbath.adoc,81,85,752,5,5,"Both clauses stand inside one commandment — the six of labor are commanded in the same breath as the one of rest. The sabbath is not an interruption of the week; it is the week made whole, six-and-one under one signature. The link:/books..."
,books/symbolic-language/11-marriage-and-divorce.adoc,100,103,751,4,4,"Read the rest of the statute’s shape. Divorce is regulated, never celebrated: the bill in her hand protects the woman (a hard-hearted man could otherwise simply cast her out and leave her bound); she is free to remarry (Deuteronomy 24:2)..."
,books/symbolic-language/39-sea-and-waters.adoc,194,198,750,5,5,"A flood that talks, boasts, and plans a campaign is not weather. Jeremiah asks the riddle — who is this flood? — and answers it in the next line: Egypt. So too __“sym:sym-sea[waters] rise up out of the sym:sym-north[north], and shall be..."
,books/symbolic-language/39-sea-and-waters.adoc,368,370,749,3,3,Tyre is drawn with the same pen. God brings __“many nations”__ against her __“as the sym:sym-sea[sea] causeth his sym:sym-sea[waves] to come up”__ (Ezekiel 26:3) — the nations are the waves; her rulers are __“the princes of the sym:sym-s...
,books/symbolic-language/21-worship.adoc,113,116,748,3,4,"Moses wrote __“fear”__; Jesus rendered it __“worship.”__ The Lord Himself treats the two words as one thing — and the rest of Scripture backs His translation in parallel columns: __“him shall ye sym:sym-fear[fear], and him shall ye *wors..."
,books/symbolic-language/31-the-sabbath.adoc,90,93,747,4,4,"Now scale the unit by the prophetic day — for __“one day is with the Lord as a thousand years, and a thousand years as one day”__ (2 Peter 3:8) — and the sabbath opens into the calendar of the whole age. Six days of labor, then the day o..."
,books/symbolic-language/19-the-fool-and-the-wise.adoc,69,72,745,4,4,"The number is not decoration. When the LORD tore the kingdom from Solomon's son, the prophet Ahijah rent a new garment and counted the pieces: __“Take thee *ten* pieces… I will give *ten* tribes to thee”__ (1 Kings 11:31) — and it is tha..."
,books/symbolic-language/14-the-remnant.adoc,147,150,744,3,4,"The gleaning law itself encodes the ratio — not in a number, but in a shape. The law forbids wholly reaping the sym:sym-wings[corners] of the sym:sym-field[field]; they are left for the sym:sym-poor[poor] and the sym:sym-stranger[strange..."
,books/symbolic-language/28-sun-moon-and-stars.adoc,169,171,742,3,3,The two dominions have their peoples: the children of sym:sym-light[light] and of the sym:sym-day[day] — the households link:/books/symbolic-language/light-and-darkness/[the Light and Darkness chapter divided] (1 Thessalonians 5:5).footn...
,books/symbolic-language/30-the-pearl.adoc,200,202,742,3,3,"The thrones are *set* — placed like lights in their stations.footnote:dan79set[The King James prints __“the thrones were cast down”__; the Aramaic verb is one of placing, and the newer translations read it so — the thrones were set, not..."
,books/symbolic-language/12-wings.adoc,204,207,741,4,4,"The wing gathers this book to a single edge, and hands the reader a working tool. The law is sewn into the kanaph, and there is healing in it; the ark of the covenant sits beneath it; the covenant is made by spreading it and read in what..."
,books/symbolic-language/07-the-way-the-truth-and-the-life.adoc,215,219,739,3,5,"The Greek behind the usual __“new”__ is _prosphatos_ — built on the verb for slaughter: freshly slain.footnote:heb1020[_Prosphatos_ (Hebrews 10:20), from _pro_ + _sphazō_, “to slaughter” — literally “freshly slaughtered”; every major tra..."
,books/symbolic-language/21-worship.adoc,165,167,736,4,3,The Hebrew text of Revelation reads the verse the same direction: __“Fear YHWH and *make your prayer* to him… and make prayer to *the one who created* the heavens and the earth and the sea and the wells.”__footnote:hebrev[The Hebrew Reve...
,books/symbolic-language/17-justice-and-judgment.adoc,169,172,734,3,4,"Against that delight stands the collapse, and Isaiah paints it in the Bible’s own symbolic vocabulary: __“the sym:sym-way[way] of sym:sym-peace[peace] they know not; and there is no *judgment* in their goings: they have made them crooked..."
,books/symbolic-language/30-the-pearl.adoc,27,31,733,4,5,Now the *merchant* and his *good*. Solomon prices wisdom in the merchant's own terms — __“For the *merchandise* of it is better than the merchandise of silver”__ (Proverbs 3:14) — and Scripture stamps that merchandise *good* in exactly t...
,books/symbolic-language/09-the-seal.adoc,33,38,732,6,6,"Two engravings on one seal. The first is ownership — and it is a quotation: __“the LORD will shew *who are his*, and who is holy”__ (Numbers 16:5), Moses' answer to Korah, the original dispute over who bears the holy name. The second is..."
,books/symbolic-language/26-noah-uncovered.adoc,22,26,732,4,5,"Mark three things before moving on. This is the only event in Genesis dated to the first day of the first month — and every Nisan 1 that Scripture dates after it carries the same freight: a tabernacle raised (Exodus 40:2), a temple sanct..."
,books/symbolic-language/15-heaven-and-hell.adoc,34,37,729,4,4,"Heaven is where God's rule runs uncontested; the earth is the delegated realm, given to men — which is why His will must be prayed *done* here, and simply *is* done there. Isaiah states the same structure as government: __“The heaven is..."
,books/symbolic-language/08-the-name.adoc,305,310,728,6,6,"The symbol gathers up the ones before it. The sym:sym-gospel[gospel] is the covenant _announced_; the sym:sym-way[way], the sym:sym-truth[truth], and the sym:sym-life[life] are the covenant _embodied_; the name is the covenant _owned_ —..."
,books/symbolic-language/35-daniel-unsealed.adoc,106,109,728,3,4,"In 1535 — on the sixtieth jubilee — Sultan Suleiman gave the *second* decree to rebuild Jerusalem, and that decree names the plaza and the moat; the words were carved in stone at the moat and on the Temple Mount, where they stand today...."
,books/symbolic-language/10-the-coin.adoc,50,53,725,4,4,"Read without the symbols, __“render unto Caesar”__ is a mirror — the tax-lover sees a command to pay, the tax-hater hears that everything is God's — and the scene shrinks to a clever escape from a trap. Read with them, the sentence divid..."
,books/symbolic-language/04-sign-of-jonah.adoc,296,299,723,4,4,"If this reading feels new, it is newer than it should be. Augustine saw the shape of it sixteen centuries ago: __“As Jonah passed from the ship to the belly of the whale, so Christ passed from the cross to the sepulchre”__ — and he saw t..."
,books/symbolic-language/30-the-pearl.adoc,22,25,723,3,4,"The *pearls* come first, and the King James buried them. The link:/books/symbolic-language/the-parables-of-the-kingdom/[Parables of the Kingdom] chapter already dug them out from under the King James’ __“rubies”__: the Hebrew _peninim_ i..."
,books/symbolic-language/05-gospel.adoc,99,101,722,3,3,"The passage is Isaiah 61:1-2, and its closing proclamation — __“the *acceptable* sym:sym-year[year] *of the LORD*”__ — is the *year of release*, link:/books/symbolic-language/liberty/[the seventh year of Deuteronomy 15], when debts are c..."
,books/symbolic-language/08-the-name.adoc,298,300,722,3,3,"Ruth’s wedding under the wing leads directly into this chapter’s closing point. The law states the purpose of a kinsman’s marriage in name-language: the son is raised __“that his *name* be not put out of Israel,”__ and the man who refuse..."
,books/symbolic-language/15-heaven-and-hell.adoc,144,148,722,5,5,"Now comes the silence that should end the argument. Deuteronomy 28 is God's own catalogue of covenant curses — fifty-four verses of escalating horror: blight, boils, madness, siege, famine driving parents to unspeakable things, exile, sl..."
,books/symbolic-language/17-justice-and-judgment.adoc,130,133,721,4,4,"__“Plead”__ is, in the Hebrew, the judge-verb itself — more literally, _I will enter into judgment with you face to face_ — and the sentence before names what that judging is: __“with a mighty hand… will I *rule over* you”__ (Ezekiel 20:..."
,books/symbolic-language/08-the-name.adoc,46,50,719,5,5,"This is no created messenger. He bears God’s own _name_ — His presence and authority — and Scripture, looking back, tells us plainly who he was: __“the angel of his presence saved them… and he bare them, and carried them all the days of..."
,books/symbolic-language/26-noah-uncovered.adoc,31,35,719,5,5,"_Be'achat_ — __“in the one”__ — is the letters of _echad_, the Shema's word: __“the LORD our God, the LORD is *one*”__ (Deuteronomy 6:4) — one as in unified, whole, nothing missing. At the completeness. _Me'ot_ — __“hundreds”__ — divides..."
,books/symbolic-language/26-noah-uncovered.adoc,79,82,718,4,4,"Hold this reading to the same law as every reading in this book. Each word must be attested in the lexicon — no invented senses; the assembled sentence must agree with Scripture written elsewhere — and here it is Revelation itself, seal..."
,books/symbolic-language/17-justice-and-judgment.adoc,68,70,717,3,3,"Execute true judgment — and immediately, the four names of the gleaning corner. This is judgment’s home address in Scripture. God __“doth execute the *judgment* of the fatherless and widow”__ (Deuteronomy 10:18); Israel is told to __“see..."
,books/symbolic-language/34-the-fall-of-babylon.adoc,206,210,717,3,5,"The sea of glass scene now reads whole. The victors stand where Israel stood — on the far side of the waters that drowned their pursuer — and they sing the same song, doubled: __“the song of Moses… and the song of the Lamb.”__ The first..."
,books/symbolic-language/13-orphans-widows-and-the-fatherless.adoc,113,116,716,4,4,"Watch the two renderings trade places across the same texts. The psalm says __“the *meek* shall inherit the earth”__ (Psalm 37:11), and Jesus repeats it word for word: __“Blessed are the *meek*: for they shall inherit the earth”__ (Matth..."
,books/symbolic-language/07-the-way-the-truth-and-the-life.adoc,132,134,712,3,3,"Even the sym:sym-fool[fool] — the man who hears God’s word and will not do it — __“shall not err therein”__: the covenant road is so plainly built that finding it was never the fool’s problem; __“it is *not hidden* from thee, neither is..."
,books/symbolic-language/42-garments.adoc,195,198,712,4,4,"Mark the weight. Man's armor is heavy on the wearer, and the tradition it stands for binds __“*heavy burdens* and grievous to be borne”__ on other men's shoulders (Matthew 23:4). God's armor runs the other way: __“my yoke is easy, and my..."
,books/symbolic-language/13-orphans-widows-and-the-fatherless.adoc,83,86,706,4,4,"Once a man is made a citizen of God’s commonwealth, the symbol inverts: he becomes a stranger to the _world_. The patriarchs __“confessed that they were strangers and pilgrims on the earth,”__ and Hebrews gives the reason — __“they seek..."
,books/symbolic-language/30-the-pearl.adoc,207,209,706,3,3,The psalm that gave this book the sym:sym-faithful-witness[faithful witness] link:/books/symbolic-language/sun-moon-and-stars/[already sets the throne] as the sym:sym-sun[sun] and as the sym:sym-moon[moon] — Psalm 89:36-37 — plain simile...
,books/symbolic-language/16-shadow.adoc,63,68,703,6,6,"Refuge answers shadow; storm answers heat. So too the shadow of a great sym:sym-rock[rock] (Isaiah 32:2); the tabernacle is __“for a shadow in the daytime from the heat, and for a place of refuge”__ (Isaiah 4:6). The Servant testifies, _..."
,books/symbolic-language/01-introduction.adoc,253,256,699,4,4,"Watch Paul serve both tables from one message. Writing to Corinth, he says he arrived determined __“not to know any thing among you, save *Jesus Christ, and him crucified*”__ (1 Corinthians 2:2) — and a page later he tells the same congr..."
,books/symbolic-language/28-sun-moon-and-stars.adoc,374,376,699,3,3,"The sky is built like a dwelling, and Scripture says so plainly: He __“stretcheth out the heavens like a curtain, and spreadeth them out as a *tent* to dwell in”__ (Isaiah 40:22); __“In them hath he set a *tabernacle* for the sym:sym-sun..."
,books/symbolic-language/38-mountain.adoc,246,248,695,3,3,"In the process of exploring the mountain symbol, we came across many other symbols: the sym:sym-sea[sea] (the masses of mankind), the hills (cities), the sym:sym-tree[tree] and the fig tree (kingdoms and Israel), the stone and the rock (..."
,books/symbolic-language/42-garments.adoc,190,193,691,4,4,"Scripture even stages the two armors side by side, in a fitting room before a duel. Saul dresses David in his own gear — __“and he put an *helmet of brass* upon his head”__ — and the shepherd takes it all off again: __“I cannot go with t..."
,books/symbolic-language/26-noah-uncovered.adoc,46,48,690,3,3,"Noah's name is _nuach_ — *rest*, the Sabbath's own root — and Scripture defines the man the first time it introduces him: __“just and *perfect* in his *generations*”__ (Genesis 6:9), where __“perfect”__ is _tamim_, complete, and __“gener..."
,books/symbolic-language/08-the-name.adoc,167,170,686,4,4,"The prophets prosecute the same sin under another verb. __“When they entered unto the heathen… they *profaned my holy name*, when they said to them, These are *the people of the LORD*, and are gone forth out of his land”__ (Ezekiel 36:20..."
,books/symbolic-language/10-the-coin.adoc,197,199,685,3,3,"The counterfeit even keeps the ransom's equality clause: where the census took the same half shekel of __“the *rich*”__ and __“the *poor*”__ (Exodus 30:15), the mark falls on __“rich and poor”__ — with __“small and great, free and bond”_..."
,books/symbolic-language/18-liberty.adoc,42,44,685,3,3,"— __“to proclaim the *acceptable* sym:sym-year[year] *of the LORD*”__ (Isaiah 61:2): the *year of release* — the same seventh-year release, so named by the law itself (Deuteronomy 31:10). And this is the passage Jesus stood up and read i..."
,books/symbolic-language/43-the-bow.adoc,155,158,685,4,4,"Notice what the sign is made of. A rainbow has no substance of its own; it is sym:sym-light[light] shining through water — Ezekiel says exactly that, __“the appearance of the *brightness*”__ in __“the day of *rain*”__ (Ezekiel 1:28). In..."
,books/symbolic-language/40-trees.adoc,124,128,684,4,5,This is why clean and unclean divide the animals as the covenant divides mankind. God's own are the flock — the sheep who hear His voice; the nations are the wild beasts. So when God opens the door to the Gentiles He shows Peter a sheet...
,books/symbolic-language/10-the-coin.adoc,105,109,682,5,5,"The sym:sym-fish[fish] is the one symbol even the world still reads: people put fish on their cars as a sign of their faith — the fish is a believer. Watch the rest of the furniture: Peter, the fisher *of men* (Matthew 4:19), goes to the..."
,books/symbolic-language/39-sea-and-waters.adoc,74,78,682,5,5,"The witnesses are not a handful of hand-picked verses. The word __“sea”__ appears in 376 verses of Scripture, and __“waters”__ and __“floods”__ in hundreds more. Gather the sea verses and sort them, and the shape of the whole is striking..."
,books/symbolic-language/08-the-name.adoc,103,106,681,3,4,"The promise then stands established three ways at once, and every level holds. In the flesh: the seed and throne endure — __“the Lord God shall give unto him the *throne of his father David*… and of his kingdom there shall be *no end*”__..."
,books/symbolic-language/31-the-sabbath.adoc,98,102,679,4,5,"The count exposes a paradox — and its solution must meet the text exactly. The omer count is specified three ways at once. It has a *fixed start*: the sheaf is waved __“on the morrow after the sabbath”__ (Leviticus 23:11), and the witnes..."
,books/symbolic-language/02-the-parables-of-the-kingdom.adoc,23,25,678,3,3,Nathan told David a story about a ewe sym:sym-lamb[lamb]; David judged its villain to death without seeing his own face — __“the man that hath done this thing shall surely die”__ (2 Samuel 12:5) — and Nathan handed him the key in four wo...
,books/symbolic-language/05-gospel.adoc,290,293,678,3,4,"After the resurrection the risen King sent His heralds to the nations, and the commission names the gospel's content one last time: __“teaching them to *observe all things whatsoever I have commanded you*”__ (Matt 28:19-20). The commissi..."
,books/symbolic-language/30-the-pearl.adoc,105,107,678,4,3,"__“She considereth a field, and taketh it: with the fruit of her palms she planteth a vineyard. She girdeth her loins with strength”__ (31:16-17). This is the Bridegroom's own record in parable: He *planted the vineyard* (Matthew 21:33)..."
,books/symbolic-language/28-sun-moon-and-stars.adoc,384,386,676,3,3,"Scripture ties the gates to the tribes by name, at both ends of the canon. In the wilderness the twelve camped around the tabernacle in four triads — __“on the *east* side toward the rising of the sun… the standard of the camp of *Judah*..."
,books/symbolic-language/36-clouds.adoc,70,74,676,5,5,"The two witnesses __“ascended up to heaven *in a cloud*; and their enemies beheld them”__ (Revelation 11:12). The reaper of the last sym:sym-harvest[harvest] works from one: __“behold a white cloud, and upon the cloud one *sat* like unto..."
,books/symbolic-language/13-orphans-widows-and-the-fatherless.adoc,78,81,675,3,4,"The key turns both ways. Outside the covenant, a man is a stranger to God’s commonwealth — and the law leaves the field’s corner to draw him in. The gleaning stranger is the _ger_, the sojourner who has left his own people to dwell among..."
,books/symbolic-language/15-heaven-and-hell.adoc,50,54,674,5,5,"Where, then, are the dead — Abraham, David, the faithful of every age? Scripture's answer is consistent and calm: they sleep. __“Many of them that *sleep in the dust of the earth* shall awake”__ (Daniel 12:2); Job asks to be hidden in th..."
,books/symbolic-language/31-the-sabbath.adoc,104,107,674,4,4,"Try to satisfy all three on an unbroken seven-day cycle, and the system jams. A fixed sixteenth falls on a different weekday each year; count from it, and the fiftieth day is __“the morrow after the sabbath”__ only one year in seven. The..."
,books/symbolic-language/40-trees.adoc,165,168,674,3,4,"The traditional reading takes this as a literal garden-cult, but it rests on a word that is not in the text. The Hebrew says only __“after one in the midst”__; __“tree”__ is supplied by the translators — and with it gone, the literal rea..."
,books/symbolic-language/12-wings.adoc,164,167,670,4,4,For the skirt is where a people’s covenant record is kept. __“In thy *skirts* is found the *blood of the souls of the poor innocents*”__ (Jeremiah 2:34); __“her filthiness is in her *skirts*; she remembereth not her last end”__ (Lamentat...
,books/symbolic-language/17-justice-and-judgment.adoc,146,148,669,3,3,The field is joyful because the Judge is the rightful King arriving to put the world in order. And judgment is a thing _given to_ the saints as an inheritance: __“*judgment was given* to the saints of the most High; and the time came tha...
,books/symbolic-language/35-daniel-unsealed.adoc,154,157,669,4,4,"The groom offers the cup, and the covenant is cut: __“This cup is the *new testament in my blood*”__ (Luke 22:20). He abstains until the wedding: __“I will not drink of the fruit of the vine, *until the kingdom of God shall come*”__ (Luk..."
,books/symbolic-language/47-the-other-white-meat.adoc,173,176,669,4,4,"You have now watched the beast from every side — at the vine, under the pearls, among the tombs, at the trough, in the mire, and inside the gates claiming the name. Keep the command and you fulfill the picture; explain the picture away a..."
,books/symbolic-language/10-the-coin.adoc,62,65,668,3,4,"A coin is the seal made money, and His coin is minted the way all coin is: dug from a field, refined in fire, stamped with the name. The sym:sym-field[field] is the world (Matthew 13:38), and the treasure hid in it was worth selling ever..."
,books/symbolic-language/01-introduction.adoc,63,67,667,5,5,"One hundred forty-five symbolic words are collected in the Glossary at the back of this book, and the experiment below measured every one of them. How different are these definitions from what is commonly taught? To measure that gap inde..."
,books/symbolic-language/26-noah-uncovered.adoc,39,41,667,3,3,"_Charvu hamayim_ — __“the waters were dried up”__ — but חרב is two words in one skin: _charav_, to lay waste, and _cherev_, the sword. And the waters have been defined since this book's fourth chapter: __“the sym:sym-sea[waters]… are *pe..."
,books/symbolic-language/39-sea-and-waters.adoc,514,517,667,4,4,"Solomon knew about the two seas. He built one — a __“molten sym:sym-sea[sea]”__ (1 Kings 7:23), holding two thousand baths (1 Kings 7:26), lifted up on __“twelve oxen”__ facing the four quarters of the earth (1 Kings 7:25) — twelve, the..."
,books/symbolic-language/17-justice-and-judgment.adoc,34,37,666,3,4,__“Justice and judgment”__; __“judgment and righteousness.”__ In the Hebrew these are the same two words — the word rendered __“justice”__ in Abraham’s verse is the word rendered __“righteousness”__ in Jeremiah’s. The Psalter says the sa...
,books/symbolic-language/31-the-sabbath.adoc,58,62,665,4,5,"The Greek of the Gospels talks about the week in exactly this vocabulary, and translation has hidden it. The Pharisee in the parable boasts, __“I fast twice in the week”__ (Luke 18:12) — but what he says is _dis tou sabbatou_: twice *in..."
,books/symbolic-language/02-the-parables-of-the-kingdom.adoc,234,236,664,3,3,"Derive it from Torah, where every hearer of Moses began. sym:sym-leaven[Leaven] is purged from every house before the feast (Exodus 12:15); it is banned from the altar absolutely — __“ye shall burn *no leaven*… in any offering of the LOR..."
,books/symbolic-language/04-sign-of-jonah.adoc,142,146,663,5,5,"Mark who worships first. The heathen sailors, who had each cried to his own god (Jonah 1:5), watch the sea cease and __“feared the LORD exceedingly, and offered a sacrifice unto the LORD, and made vows”__ (Jonah 1:16). At the cross the s..."
,books/symbolic-language/39-sea-and-waters.adoc,308,311,663,4,4,"When the sign was replayed in Pharaoh’s court, it spoke at the scale of empires. The magicians cast down _their_ staffs — the nations in the service of the sym:sym-harlot[whore], ruled, ridden, and consumed by her — and __“they became sy..."
,books/symbolic-language/04-sign-of-jonah.adoc,138,140,662,3,3,"One man, knowing the storm is for his sake, given to the raging sea — and the sea of the nations goes calm. And mark the double truth in the verbs: Jonah offers himself — __“cast me forth”__ — yet it is other hands that take him up and c..."
,books/symbolic-language/04-sign-of-jonah.adoc,238,241,659,4,4,"Nineveh is a city of the sea — a great mass of gentile peoples — and at the preaching of a man brought back from the dead, the sea turns. The similitude is why she turned: Luke says Jonah himself __“was a sign unto the Ninevites”__ — the..."
,books/symbolic-language/04-sign-of-jonah.adoc,309,311,658,3,3,"Step back and take in what this chapter has demonstrated. A reluctant prophet’s biography — his flight, his fare, his sleep, the lots, the storm, the sea, the fish, the three days, the city that repents — turns out to be a frame-by-frame..."
,books/symbolic-language/41-grass.adoc,63,65,657,3,3,"The second parting is between two different plants. The *tares* are not the wheat's own husk but a weed sown among it — darnel, which *mimics* the wheat so closely that the two cannot be told apart until the ear forms. That is the enemy'..."
,books/symbolic-language/44-jacob-israel-and-ephraim.adoc,184,187,656,4,4,"The trees supply sym:sym-oil[oil] — the pressed, proven works of the olive — the oil burns in the sym:sym-lamp[lamp], and the lamp, Scripture says, is __“the *commandment*”__ (Proverbs 6:23); what comes out is sym:sym-light[light]. For w..."
,books/symbolic-language/25-spoken-once-heard-twice.adoc,26,29,655,4,4,"English has puns too, and they are the quickest way to feel what is happening here. This book's title is one, built in homage to the device this chapter teaches: say it aloud, and _MEAT The Bible's Symbolic Language_ is also _meet the Bi..."
,books/symbolic-language/04-sign-of-jonah.adoc,247,249,654,3,3,"The book even gives the great city a measure: __“an exceeding great city of three days’ journey”__ (Jonah 3:3), and Jonah went in __“a day’s journey”__ before he cried (Jonah 3:4). Scripture supplies the scale for such days: __“one sym:s..."
,books/symbolic-language/16-shadow.adoc,81,84,654,4,4,"Moses himself was shaded so: __“I will put thee in a clift of the sym:sym-rock[rock], and will cover thee with my hand while I pass by”__ (Exodus 33:22) — the shadow of God’s own hand set between a man and God’s own glory. And whose hand..."
,books/symbolic-language/04-sign-of-jonah.adoc,81,83,653,3,3,"Ezekiel sees the regathered people __“that dwell in the midst of the land”__ (Ezekiel 38:12) — the Hebrew is _tabbur ha’aretz_, the *navel* of the land, the same word Judges uses for the country’s center (Judges 9:37); the KJV’s __“midst..."
,books/symbolic-language/26-noah-uncovered.adoc,50,52,653,3,3,"The __“covering”__ is _mikhseh_, from _kasah_, to cover — the same letters that, pointed otherwise, read as _keseh_, the full moon, and _kisse_, the throne, a pair of readings the link:/books/symbolic-language/the-pearl/[Pearls of Wisdom..."
,books/symbolic-language/42-garments.adoc,55,57,653,3,3,"Three phrases for one act: to spread the skirt, to cover the nakedness, to enter the covenant. That spread skirt is the _kanaph_, the sym:sym-wings[wing], link:/books/symbolic-language/wings/[doing both of its offices]: the edge that car..."
,books/symbolic-language/05x-the-disciple.adoc,37,39,652,3,3,"These are gates, not growth curves — and inside the gates He named the marks: __“If ye *continue in my word*, then are ye my disciples *indeed*”__ (John 8:31); __“By this shall all men know that ye are my disciples, if ye have sym:sym-lo..."
,books/symbolic-language/06-knowing-faith-love-and-belief.adoc,123,126,651,4,4,"He does not say _you never knew me_; He says _I never knew you_ — and the disqualifier is *lawlessness*. The Greek is _anomia_ — without _nomos_, without *law* — the word the KJV renders __“iniquity,”__ and the word John uses when he def..."
,books/symbolic-language/19-the-fool-and-the-wise.adoc,52,56,651,4,5,"With that definition in place, the parable of the ten virgins opens, for it is built of symbols already defined. Begin with who the virgins are — and who they are not. The Hebrew Matthew reads the parable's first line: the kingdom of hea..."
,books/symbolic-language/21-worship.adoc,169,171,651,3,3,The reason the angel must cry it is that a rival is collecting bows. The chapter before is the Bible’s last worship crisis: __“they *worshipped the* sym:sym-dragon[dragon]… and they *worshipped the* sym:sym-beast[beast]”__ (Revelation 13...
,books/symbolic-language/34-the-fall-of-babylon.adoc,63,66,651,4,4,"Jeremiah's oracle even fixes where the last Babylon sits. __“Your *mother* shall be sore confounded… behold, the *hindermost of the nations* shall be a wilderness”__ (Jeremiah 50:12). Scripture's compass faces sym:sym-east[east] — _qedem..."
,books/symbolic-language/16-shadow.adoc,155,158,650,4,4,"The verse itself resists the discharge twice more. Its command is __“let no man *judge you*”__ — protection for those keeping the holyday, the sym:sym-new-moon[new moon], and the sabbaths, not a sentence against them; the judges were the..."
